 Destination Port	 Flow Duration	 Total Fwd Packets	 Total Backward Packets	Total Length of Fwd Packets	 Total Length of Bwd Packets	 Fwd Packet Length Max	 Fwd Packet Length Min	 Fwd Packet Length Mean	 Fwd Packet Length Std	Bwd Packet Length Max	 Bwd Packet Length Min	 Bwd Packet Length Mean	 Bwd Packet Length Std	Flow Bytes/s	 Flow Packets/s	 Flow IAT Mean	 Flow IAT Std	 Flow IAT Max	 Flow IAT Min	Fwd IAT Total	 Fwd IAT Mean	 Fwd IAT Std	 Fwd IAT Max	 Fwd IAT Min	Bwd IAT Total	 Bwd IAT Mean	 Bwd IAT Std	 Bwd IAT Max	 Bwd IAT Min	Fwd PSH Flags	 Bwd PSH Flags	 Fwd URG Flags	 Bwd URG Flags	 Fwd Header Length	 Bwd Header Length	Fwd Packets/s	 Bwd Packets/s	 Min Packet Length	 Max Packet Length	 Packet Length Mean	 Packet Length Std	 Packet Length Variance	FIN Flag Count	 SYN Flag Count	 RST Flag Count	 PSH Flag Count	 ACK Flag Count	 URG Flag Count	 CWE Flag Count	 ECE Flag Count	 Down/Up Ratio	 Average Packet Size	 Avg Fwd Segment Size	 Avg Bwd Segment Size	 Fwd Header Length	Fwd Avg Bytes/Bulk	 Fwd Avg Packets/Bulk	 Fwd Avg Bulk Rate	 Bwd Avg Bytes/Bulk	 Bwd Avg Packets/Bulk	Bwd Avg Bulk Rate	Subflow Fwd Packets	 Subflow Fwd Bytes	 Subflow Bwd Packets	 Subflow Bwd Bytes	Init_Win_bytes_forward	 Init_Win_bytes_backward	 act_data_pkt_fwd	 min_seg_size_forward	Active Mean	 Active Std	 Active Max	 Active Min	Idle Mean	 Idle Std	 Idle Max	 Idle Min	 Label
443	377020	14	13	816	8280	209	0	58.28571429	76.49779139	1460	0	636.9230769	666.4257225	24126.04106	71.61423797	14500.76923	45116.80299	227895	2	377020	29001.53846	62695.24705	228214	28	361393	30116.08333	78898.01748	276400	2	0	0	0	0	292	272	37.13330858	34.48092939	0	1460	324.8571429	536.5161082	287849.5344	0	0	0	1	0	0	0	0	0	336.8888889	58.28571429	636.9230769	292	0	0	0	0	0	0	14	816	13	8280	8192	32	13	20	0	0	0	0	0	0	0	0	BENIGN
80	4	2	0	0	0	0	0	0	0	0	0	0	0	0	500000	4	0	4	4	4	4	0	4	4	0	0	0	0	0	0	0	0	0	64	0	500000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2	0	0	0	251	-1	0	32	0	0	0	0	0	0	0	0	DoS Hulk
389	67	1	4	0	12	0	0	0	0	6	0	3	3.464101615	179104.4776	74626.86567	16.75	22.6329406	49	1	0	0	0	0	0	51	17	27.71281292	49	1	0	0	0	0	32	104	14925.37313	59701.49254	0	6	2	3.098386677	9.6	0	0	0	0	1	1	0	0	4	2.4	0	3	32	0	0	0	0	0	0	1	0	4	12	237	0	0	32	0	0	0	0	0	0	0	0	BENIGN
53	112622	2	2	70	196	35	35	35	0	98	98	98	0	2361.883113	35.5170393	37540.66667	65016.27984	112615	3	3	3	0	3	3	4	4	0	4	4	0	0	0	0	40	40	17.75851965	17.75851965	35	98	60.2	34.50652112	1190.7	0	0	0	0	0	0	0	0	1	75.25	35	98	40	0	0	0	0	0	0	2	70	2	196	-1	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
53	461	1	1	54	113	54	54	54	0	113	113	113	0	362255.9653	4338.394794	461	0	461	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	2169.197397	2169.197397	54	113	73.66666667	34.06366588	1160.333333	0	0	0	0	0	0	0	0	1	110.5	54	113	40	0	0	0	0	0	0	1	54	1	113	-1	-1	0	40	0	0	0	0	0	0	0	0	BENIGN
80	98323716	7	5	329	11595	329	0	47	124.3503116	7240	0	2319	3003.171157	121.2728778	0.122045835	8938519.636	29600000	98300000	1	98300000	16400000	40100000	98300000	1	42381	10595.25	14588.01381	31084	63	0	0	0	0	232	168	0.071193404	0.050852431	0	7240	917.2307692	2084.389085	4344677.859	0	0	0	0	1	0	0	0	0	993.6666667	47	2319	232	0	0	0	0	0	0	7	329	5	11595	274	235	1	32	999	0	999	999	98300000	0	98300000	98300000	DoS Hulk
443	4	2	0	31	0	31	0	15.5	21.92031022	0	0	0	0	7750000	500000	4	0	4	4	4	4	0	4	4	0	0	0	0	0	1	0	0	0	64	0	500000	0	0	31	20.66666667	17.89785834	320.3333333	0	1	0	0	1	0	0	0	0	31	15.5	0	64	0	0	0	0	0	0	2	31	0	0	277	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
80	53907	3	4	436	872	430	0	145.3333333	246.5468177	860	0	218	428.0093457	24264.01024	129.8532658	8984.5	11447.74727	23449	2	30157	15078.5	11897.07159	23491	6666	30458	10152.66667	17237.94098	30056	2	0	0	0	0	72	92	55.65139963	74.20186618	0	860	163.5	318.6466919	101535.7143	0	0	0	1	0	0	0	0	1	186.8571429	145.3333333	218	72	0	0	0	0	0	0	3	436	4	872	8192	31	2	20	0	0	0	0	0	0	0	0	BENIGN
80	145722	3	5	350	11595	350	0	116.6666667	202.0725942	5792	0	2319	3170.403917	81971.15055	54.89905436	20817.42857	50583.69975	135231	3	9995	4997.5	7063.289637	9992	3	145644	36411	66040.59526	135231	158	0	0	0	0	104	168	20.58714539	34.31190898	0	5792	1327.222222	2533.85772	6420434.944	0	0	0	1	0	0	0	0	1	1493.125	116.6666667	2319	104	0	0	0	0	0	0	3	350	5	11595	29200	235	1	32	0	0	0	0	0	0	0	0	DoS Hulk
53	195	2	2	66	218	33	33	33	0	109	109	109	0	1456410.256	20512.82051	65	107.391806	189	2	4	4	0	4	4	2	2	0	2	2	0	0	0	0	40	40	10256.41026	10256.41026	33	109	63.4	41.62691437	1732.8	0	0	0	0	0	0	0	0	1	79.25	33	109	40	0	0	0	0	0	0	2	66	2	218	-1	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
53	61058	2	2	56	158	28	28	28	0	79	79	79	0	3504.864227	65.51148089	20352.66667	35245.79056	61051	3	3	3	0	3	3	4	4	0	4	4	0	0	0	0	64	64	32.75574044	32.75574044	28	79	48.4	27.93385043	780.3	0	0	0	0	0	0	0	0	1	60.5	28	79	64	0	0	0	0	0	0	2	56	2	158	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
53	221	2	2	84	162	42	42	42	0	81	81	81	0	1113122.172	18099.54751	73.66666667	44.45597073	125	48	48	48	0	48	48	48	48	0	48	48	0	0	0	0	64	64	9049.773756	9049.773756	42	81	57.6	21.36117974	456.3	0	0	0	0	0	0	0	0	1	72	42	81	64	0	0	0	0	0	0	2	84	2	162	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
80	3	2	0	0	0	0	0	0	0	0	0	0	0	0	666666.6667	3	0	3	3	3	3	0	3	3	0	0	0	0	0	0	0	0	0	64	0	666666.6667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2	0	0	0	274	-1	0	32	0	0	0	0	0	0	0	0	DoS Hulk
53	78359	1	1	53	69	53	53	53	0	69	69	69	0	1556.936663	25.52355186	78359	0	78359	78359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	12.76177593	12.76177593	53	69	58.33333333	9.237604307	85.33333333	0	0	0	0	0	0	0	0	1	87.5	53	69	20	0	0	0	0	0	0	1	53	1	69	-1	-1	0	20	0	0	0	0	0	0	0	0	BENIGN
53	265	2	2	56	568	28	28	28	0	284	284	284	0	2354716.981	15094.33962	88.33333333	147.8016689	259	3	3	3	0	3	3	3	3	0	3	3	0	0	0	0	40	40	7547.169811	7547.169811	28	284	130.4	140.2169747	19660.8	0	0	0	0	0	0	0	0	1	163	28	284	40	0	0	0	0	0	0	2	56	2	568	-1	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
42075	66	1	1	0	0	0	0	0	0	0	0	0	0	0	30303.0303	66	0	66	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	15151.51515	15151.51515	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	32	0	0	0	0	0	0	1	0	1	0	939	545	0	32	0	0	0	0	0	0	0	0	BENIGN
80	34164434	6	6	349	11595	331	0	58.16666667	133.6928071	7240	0	1932.5	3126.682571	349.6033331	0.351242465	3105857.636	10200000	34000000	45	34000000	6806203.8	15200000	34000000	985	34200000	6832877.8	15200000	34000000	46	0	0	0	0	164	200	0.175621232	0.175621232	0	7240	919.2307692	2243.749732	5034412.859	1	0	0	0	0	0	0	0	1	995.8333333	58.16666667	1932.5	164	0	0	0	0	0	0	6	349	6	11595	0	235	3	20	11008	0	11008	11008	34000000	0	34000000	34000000	DoS Hulk
53	172	2	2	84	162	42	42	42	0	81	81	81	0	1430232.558	23255.81395	57.33333333	92.37604307	164	4	4	4	0	4	4	4	4	0	4	4	0	0	0	0	40	40	11627.90698	11627.90698	42	81	57.6	21.36117974	456.3	0	0	0	0	0	0	0	0	1	72	42	81	40	0	0	0	0	0	0	2	84	2	162	-1	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
53	168	2	2	90	326	45	45	45	0	163	163	163	0	2476190.476	23809.52381	56	91.7986928	162	3	3	3	0	3	3	3	3	0	3	3	0	0	0	0	64	64	11904.7619	11904.7619	45	163	92.2	64.63126179	4177.2	0	0	0	0	0	0	0	0	1	115.25	45	163	64	0	0	0	0	0	0	2	90	2	326	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
53	368697	2	2	90	396	45	45	45	0	198	198	198	0	1318.155559	10.84901694	122899	212861.25	368690	3	3	3	0	3	3	4	4	0	4	4	0	0	0	0	64	40	5.424508472	5.424508472	45	198	106.2	83.8015513	7022.7	0	0	0	0	0	0	0	0	1	132.75	45	198	64	0	0	0	0	0	0	2	90	2	396	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
80	6674	3	4	343	11595	343	0	114.3333333	198.0311423	8688	0	2898.75	4095.56617	1788732.394	1048.846269	1112.333333	2341.742144	5885	4	5996	2998	4234.155406	5992	4	6567	2189	3290.684275	5987	190	0	0	0	0	104	136	449.5055439	599.3407252	0	8688	1492.25	3076.063382	9462165.929	0	0	0	1	0	0	0	0	1	1705.428571	114.3333333	2898.75	104	0	0	0	0	0	0	3	343	4	11595	29200	235	1	32	0	0	0	0	0	0	0	0	DoS Hulk
80	3	2	0	0	0	0	0	0	0	0	0	0	0	0	666666.6667	3	0	3	3	3	3	0	3	3	0	0	0	0	0	0	0	0	0	64	0	666666.6667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2	0	0	0	251	-1	0	32	0	0	0	0	0	0	0	0	DoS Hulk
443	426178	7	7	376	3788	201	0	53.71428571	78.68653906	1460	0	541.1428571	661.7178222	9770.565351	32.85012366	32782.92308	37688.0813	86069	20	388449	64741.5	34457.08582	92087	622	340682	56780.33333	66658.43812	164346	49	0	0	0	0	152	152	16.42506183	16.42506183	0	1460	277.6	505.5754571	255606.5429	0	0	0	1	0	0	0	0	1	297.4285714	53.71428571	541.1428571	152	0	0	0	0	0	0	7	376	7	3788	8192	60	6	20	0	0	0	0	0	0	0	0	BENIGN
80	99479962	6	7	353	11595	335	0	58.83333333	135.3254103	4344	0	1656.428571	1760.597234	120.1045895	0.130679583	8289996.833	28700000	99400000	2	99400000	19900000	44500000	99400000	2	99500000	16600000	40600000	99400000	16	0	0	0	0	164	232	0.060313654	0.07036593	0	4344	853.8571429	1459.975387	2131528.132	1	0	0	0	0	0	0	0	1	919.5384615	58.83333333	1656.428571	164	0	0	0	0	0	0	6	353	7	11595	0	235	3	20	11960	0	11960	11960	99400000	0	99400000	99400000	DoS Hulk
36386	61	1	1	0	0	0	0	0	0	0	0	0	0	0	32786.88525	61	0	61	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	16393.44262	16393.44262	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	32	0	0	0	0	0	0	1	0	1	0	447	254	0	32	0	0	0	0	0	0	0	0	BENIGN
53	162	2	2	102	224	51	51	51	0	112	112	112	0	2012345.679	24691.35802	54	89.20201791	157	2	2	2	0	2	2	3	3	0	3	3	0	0	0	0	40	40	12345.67901	12345.67901	51	112	75.4	33.41107601	1116.3	0	0	0	0	0	0	0	0	1	94.25	51	112	40	0	0	0	0	0	0	2	102	2	224	-1	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
53	20138863	2	2	103	335	54	49	51.5	3.535533906	225	110	167.5	81.31727984	21.74899348	0.198620945	6712954.333	11500000	20000000	30628	20000000	20000000	0	20000000	20000000	20100000	20100000	0	20100000	20100000	0	0	0	0	64	52	0.099310472	0.099310472	49	225	98.4	75.07529554	5636.3	0	0	0	0	0	0	0	0	1	123	51.5	167.5	64	0	0	0	0	0	0	2	103	2	335	-1	-1	1	32	30628	0	30628	30628	20000000	0	20000000	20000000	BENIGN
37058	4	2	0	31	0	31	0	15.5	21.92031022	0	0	0	0	7750000	500000	4	0	4	4	4	4	0	4	4	0	0	0	0	0	1	0	0	0	64	0	500000	0	0	31	20.66666667	17.89785834	320.3333333	0	1	0	0	1	0	0	0	0	31	15.5	0	64	0	0	0	0	0	0	2	31	0	0	119	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
80	1995	5	0	6	0	6	0	1.2	2.683281573	0	0	0	0	3007.518797	2506.265664	498.75	573.7562636	1012	1	1995	498.75	573.7562636	1012	1	0	0	0	0	0	0	0	0	0	148	0	2506.265664	0	0	6	1	2.449489743	6	0	0	0	0	1	0	0	0	0	1.2	1.2	0	148	0	0	0	0	0	0	5	6	0	0	251	-1	1	20	0	0	0	0	0	0	0	0	DoS Hulk
80	99729829	6	7	638	11595	313	0	106.3333333	160.1057984	4344	0	1656.428571	1760.597234	122.6613955	0.130352174	8310819.083	28700000	99400000	8	99600000	19900000	44400000	99400000	8	99700000	16600000	40500000	99400000	18	0	0	0	0	176	232	0.060162542	0.070189632	0	4344	874.2142857	1449.16534	2100080.181	1	0	0	0	0	0	0	0	1	941.4615385	106.3333333	1656.428571	176	0	0	0	0	0	0	6	638	7	11595	0	235	3	20	13979	0	13979	13979	99400000	0	99400000	99400000	DoS Hulk
39256	50	1	1	0	0	0	0	0	0	0	0	0	0	0	40000	50	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	20000	20000	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	32	0	0	0	0	0	0	1	0	1	0	1006	311	0	32	0	0	0	0	0	0	0	0	BENIGN
53	264	2	2	76	484	38	38	38	0	242	242	242	0	2121212.121	15151.51515	88	69.2820323	168	48	48	48	0	48	48	48	48	0	48	48	0	0	0	0	80	80	7575.757576	7575.757576	38	242	119.6	111.7354017	12484.8	0	0	0	0	0	0	0	0	1	149.5	38	242	80	0	0	0	0	0	0	2	76	2	484	-1	-1	1	40	0	0	0	0	0	0	0	0	BENIGN
80	16086963	4	6	363	11595	363	0	90.75	181.5	4344	0	1932.5	1754.831473	743.3348358	0.621621371	1787440.333	5341556.464	16000000	3	16000000	5347848.667	9252350.309	16000000	1019	55360	11072	18660.61754	43165	15	0	0	0	0	144	200	0.248648549	0.372972823	0	4344	1087.090909	1579.140301	2493684.091	0	0	0	1	0	0	0	0	1	1195.8	90.75	1932.5	144	0	0	0	0	0	0	4	363	6	11595	29200	235	1	32	0	0	0	0	16000000	0	16000000	16000000	DoS Hulk
53	99823	4	2	148	154	37	37	37	0	77	77	77	0	3025.354878	60.10638831	19964.6	30680.45944	69614	3	30206	10068.66667	17433.38006	30199	3	3	3	0	3	3	0	0	0	0	80	40	40.07092554	20.03546277	37	77	48.42857143	19.51800146	380.952381	0	0	0	0	0	0	0	0	0	56.5	37	77	80	0	0	0	0	0	0	4	148	2	154	-1	-1	3	20	0	0	0	0	0	0	0	0	BENIGN
55192	25173	2	1	280	6	274	6	140	189.5046174	6	6	6	0	11361.37926	119.1753069	12586.5	17674.134	25084	89	25173	25173	0	25173	25173	0	0	0	0	0	1	0	0	0	40	20	79.45020458	39.72510229	6	274	140	154.7298721	23941.33333	0	1	0	0	1	0	0	0	0	186.6666667	140	6	40	0	0	0	0	0	0	2	280	1	6	60	0	1	20	0	0	0	0	0	0	0	0	BENIGN
53	49288	2	2	86	142	43	43	43	0	71	71	71	0	4625.872423	81.15565655	16429.33333	28450.37789	49281	3	4	4	0	4	4	3	3	0	3	3	0	0	0	0	40	40	40.57782827	40.57782827	43	71	54.2	15.33623161	235.2	0	0	0	0	0	0	0	0	1	67.75	43	71	40	0	0	0	0	0	0	2	86	2	142	-1	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
80	98796149	7	6	336	11595	336	0	48	126.9960629	4344	0	1932.5	1754.831473	120.7638164	0.131584076	8233012.417	28500000	98600000	0	98700000	16400000	40300000	98600000	0	148825	29765	60473.95226	137616	15	0	0	0	0	232	200	0.070852964	0.060731112	0	4344	852.2142857	1461.022623	2134587.104	0	0	0	0	1	0	0	0	0	917.7692308	48	1932.5	232	0	0	0	0	0	0	7	336	6	11595	274	235	1	32	5	0	5	5	98600000	0	98600000	98600000	DoS Hulk
80	100641134	7	5	358	11595	352	0	51.14285714	132.6843731	7240	0	2319	3335.221882	118.7685345	0.11923554	9149194	30300000	100000000	1	100000000	16700000	41000000	100000000	1	174343	43585.75	86322.28274	173067	3	0	0	0	0	220	168	0.069554065	0.049681475	0	7240	919.4615385	2245.685516	5043103.436	0	0	0	0	1	0	0	0	0	996.0833333	51.14285714	2319	220	0	0	0	0	0	0	7	358	5	11595	251	235	2	20	5	0	5	5	100000000	0	100000000	100000000	DoS Hulk
80	86148075	6	6	315	11595	315	0	52.5	128.5982115	5792	0	1932.5	2181.008184	138.2503323	0.139295045	7831643.182	25900000	85900000	1	86000000	17200000	38400000	85900000	1	202439	40487.8	82243.32953	187156	46	0	0	0	0	200	200	0.069647523	0.069647523	0	5792	916.1538462	1717.050613	2948262.808	0	0	0	0	1	0	0	0	1	992.5	52.5	1932.5	200	0	0	0	0	0	0	6	315	6	11595	251	235	1	32	4	0	4	4	85900000	0	85900000	85900000	DoS Hulk
53	114877	4	2	124	252	31	31	31	0	126	126	126	0	3273.065975	52.2297762	22975.4	36719.8057	84225	3	30648	10216	17688.56888	30641	3	4	4	0	4	4	0	0	0	0	80	40	34.8198508	17.4099254	31	126	58.14285714	46.35525347	2148.809524	0	0	0	0	0	0	0	0	0	67.83333333	31	126	80	0	0	0	0	0	0	4	124	2	252	-1	-1	3	20	0	0	0	0	0	0	0	0	BENIGN
123	46030	1	1	48	48	48	48	48	0	48	48	48	0	2085.59635	43.44992396	46030	0	46030	46030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	20	21.72496198	21.72496198	48	48	48	0	0	0	0	0	0	0	0	0	0	1	72	48	48	32	0	0	0	0	0	0	1	48	1	48	-1	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
53	61553	2	2	70	174	35	35	35	0	87	87	87	0	3964.06349	64.98464738	20517.66667	35491.7489	61500	4	4	4	0	4	4	49	49	0	49	49	0	0	0	0	64	64	32.49232369	32.49232369	35	87	55.8	28.48157299	811.2	0	0	0	0	0	0	0	0	1	69.75	35	87	64	0	0	0	0	0	0	2	70	2	174	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
53	175	2	2	72	104	36	36	36	0	52	52	52	0	1005714.286	22857.14286	58.33333333	60.16920586	123	4	4	4	0	4	4	48	48	0	48	48	0	0	0	0	40	40	11428.57143	11428.57143	36	52	42.4	8.76356092	76.8	0	0	0	0	0	0	0	0	1	53	36	52	40	0	0	0	0	0	0	2	72	2	104	-1	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
443	60917480	14	13	1435	4022	1038	0	102.5	276.1150123	1615	2	309.3846154	589.7272729	89.58019931	0.443222536	2342980	4266052.414	10000000	46	60900000	4685960	5169572.825	10100000	852	60800000	5069318.667	5238358.414	10100000	270	0	0	0	0	292	264	0.229819093	0.213403443	0	1615	194.8928571	451.0216665	203420.5437	0	0	0	1	0	0	0	0	0	202.1111111	102.5	309.3846154	292	0	0	0	0	0	0	14	1435	13	4022	8192	32178	13	20	154393.6667	172147.331	505786	83760	9980043.833	49501.56616	10000000	9879327	BENIGN
53	31118	4	2	136	180	34	34	34	0	90	90	90	0	10154.89427	192.8144482	6223.6	10623.20567	24532	3	24538	8179.333333	14161.82475	24532	3	3	3	0	3	3	0	0	0	0	80	40	128.5429655	64.27148274	34	90	50	27.32520204	746.6666667	0	0	0	0	0	0	0	0	0	58.33333333	34	90	80	0	0	0	0	0	0	4	136	2	180	-1	-1	3	20	0	0	0	0	0	0	0	0	BENIGN
80	51072	1	1	0	0	0	0	0	0	0	0	0	0	0	39.160401	51072	0	51072	51072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	19.5802005	19.5802005	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	32	0	0	0	0	0	0	1	0	1	0	284	75	0	32	0	0	0	0	0	0	0	0	BENIGN
443	10264372	8	7	743	4803	341	0	92.875	135.4436493	1368	0	686.1428571	639.0204557	540.3155692	1.461365586	733169.4286	2655368.526	9958399	6	305973	43710.42857	43468.55463	113226	119	10200000	1700589.667	4066226.082	10000000	48	0	0	0	0	264	232	0.779394979	0.681970607	0	1368	346.625	517.7300294	268044.3833	0	0	0	1	0	0	0	0	0	369.7333333	92.875	686.1428571	264	0	0	0	0	0	0	8	743	7	4803	29200	4883	3	32	0	0	0	0	0	0	0	0	BENIGN
443	60453262	13	12	980	3434	596	0	75.38461538	168.1158026	1615	2	286.1666667	589.1466608	73.01508395	0.413542614	2518885.917	4384821.335	10000000	48	60500000	5037771.833	5207893.601	10100000	144	60400000	5488039.273	5211848.214	10100000	212	0	0	0	0	272	244	0.215042159	0.198500455	0	1615	169.7692308	422.5824708	178575.9446	0	0	0	1	0	0	0	0	0	176.56	75.38461538	286.1666667	272	0	0	0	0	0	0	13	980	12	3434	8192	30992	12	20	122777.6667	93874.90837	314399	84379	9952729.5	134487.2355	10000000	9678291	BENIGN
443	17228155	10	10	1165	4525	447	0	116.5	168.2017638	1871	0	452.5	673.516188	330.2733229	1.160890415	906745	2506352.576	9805525	53	11600000	1284263.667	3202626.424	9805525	25757	17200000	1911389.556	3545435.256	10000000	193	0	0	0	0	212	224	0.580445207	0.580445207	0	1871	270.952381	498.9393226	248940.4476	0	0	0	1	0	0	0	0	1	284.5	116.5	452.5	212	0	0	0	0	0	0	10	1165	10	4525	8192	35	9	20	890329.5	1219785.36	1752848	27811	7723628	2944246.973	9805525	5641731	BENIGN
53	49783	1	1	54	110	54	54	54	0	110	110	110	0	3294.29725	40.17435671	49783	0	49783	49783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	20.08717835	20.08717835	54	110	72.66666667	32.33161507	1045.333333	0	0	0	0	0	0	0	0	1	109	54	110	32	0	0	0	0	0	0	1	54	1	110	-1	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
80	98671622	8	6	316	11595	316	0	39.5	111.7228714	4344	0	1932.5	1754.831473	120.713532	0.141884766	7590124.769	27300000	98500000	4	98500000	14100000	37200000	98500000	4	147341	29468.2	59320.05545	135188	16	0	0	0	0	264	200	0.081077009	0.060807757	0	4344	794.0666667	1425.438101	2031873.781	0	0	0	0	1	0	0	0	0	850.7857143	39.5	1932.5	264	0	0	0	0	0	0	8	316	6	11595	274	235	1	32	1333	0	1333	1333	98500000	0	98500000	98500000	DoS Hulk
37986	100682740	8	6	11595	722	4344	0	1449.375	1547.981999	355	0	120.3333333	181.7918223	122.3347716	0.139050646	7744826.154	27800000	100000000	48	101000000	14400000	37900000	100000000	48	101000000	20100000	44800000	100000000	1005	0	0	0	0	264	176	0.079457512	0.059593134	0	4344	821.1333333	1301.577717	1694104.552	0	0	0	0	1	0	0	0	0	879.7857143	1449.375	120.3333333	264	0	0	0	0	0	0	8	11595	6	722	235	229	5	32	10963	0	10963	10963	100000000	0	100000000	100000000	BENIGN
52074	5827965	2	0	12	0	6	6	6	0	0	0	0	0	2.05903776	0.34317296	5827965	0	5827965	5827965	5827965	5827965	0	5827965	5827965	0	0	0	0	0	0	0	0	0	40	0	0.34317296	0	6	6	6	0	0	0	0	0	0	1	0	0	0	0	9	6	0	40	0	0	0	0	0	0	2	12	0	0	11256	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
80	12068	6	0	0	0	0	0	0	0	0	0	0	0	0	497.1826318	2413.6	4855.849287	11066	2	12068	2413.6	4855.849287	11066	2	0	0	0	0	0	0	0	0	0	192	0	497.1826318	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	192	0	0	0	0	0	0	6	0	0	0	251	-1	0	32	0	0	0	0	0	0	0	0	DoS Hulk
80	101666570	7	6	323	11595	299	0	46.14285714	111.5353884	10136	0	1932.5	4060.245892	117.226341	0.127868974	8472214.167	29300000	102000000	1	102000000	16900000	41400000	102000000	1	102000000	20300000	45400000	102000000	83	0	0	0	0	184	200	0.068852524	0.05901645	0	10136	851.7142857	2699.986622	7289927.758	1	0	0	0	0	0	0	0	0	917.2307692	46.14285714	1932.5	184	0	0	0	0	0	0	7	323	6	11595	0	235	4	20	9998	0	9998	9998	102000000	0	102000000	102000000	DoS Hulk
80	5700384	3	1	12	0	6	0	4	3.464101615	0	0	0	0	2.105121339	0.701707113	1900128	3198900.284	5593385	90	5700384	2850192	3879460.745	5593385	106999	0	0	0	0	0	0	0	0	0	72	32	0.526280335	0.175426778	0	6	2.4	3.286335345	10.8	0	0	0	1	0	0	0	0	0	3	4	0	72	0	0	0	0	0	0	3	12	1	0	8192	29200	2	20	0	0	0	0	0	0	0	0	BENIGN
443	834611	7	5	376	3508	201	0	53.71428571	78.68653906	1460	0	701.6	731.5646246	4653.665001	14.37795572	75873.72727	132572.6129	444808	18	834611	139101.8333	157226.5385	444808	24282	533192	133298	264414.1084	529914	54	0	0	0	0	152	112	8.387140836	5.990814883	0	1460	298.7692308	539.9757948	291573.859	0	0	0	1	0	0	0	0	0	323.6666667	53.71428571	701.6	152	0	0	0	0	0	0	7	376	5	3508	8192	60	6	20	0	0	0	0	0	0	0	0	BENIGN
80	98415495	6	6	374	11595	356	0	62.33333333	143.8967222	5792	0	1932.5	2537.820147	121.6170279	0.121932019	8946863.182	29700000	98400000	20	98400000	19700000	44000000	98400000	1035	98400000	19700000	44000000	98400000	104	0	0	0	0	164	200	0.060966009	0.060966009	0	5792	921.1538462	1908.447355	3642171.308	1	0	0	0	0	0	0	0	1	997.9166667	62.33333333	1932.5	164	0	0	0	0	0	0	6	374	6	11595	0	235	3	20	11039	0	11039	11039	98400000	0	98400000	98400000	DoS Hulk
80	4	3	0	0	0	0	0	0	0	0	0	0	0	0	750000	2	2.828427125	4	0	4	2	2.828427125	4	0	0	0	0	0	0	0	0	0	0	96	0	750000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	96	0	0	0	0	0	0	3	0	0	0	274	-1	0	32	0	0	0	0	0	0	0	0	DoS Hulk
53	238	2	2	64	158	32	32	32	0	79	79	79	0	932773.1092	16806.72269	79.33333333	135.6773133	236	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	64	64	8403.361345	8403.361345	32	79	50.8	25.7429602	662.7	0	0	0	0	0	0	0	0	1	63.5	32	79	64	0	0	0	0	0	0	2	64	2	158	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
